City,ISS-ID,lat,lon,latcity,loncity,nlat,nlon,MODEL,date,hour,alt,sunazt,sunelv,shu,ap,ISO,Coments,NASA,CoordFLAG,URL,small,large,Thumbnail
Melburne,ISS036-E-32774,-38.8,147.0,27.970427,-82.402641,-38.8,147.2,NIKON D3S S/N: 2007945,20130815,184302,227.0,93.0,-27.0,1/10,1.6,12800,0.0,0.0,5.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS036&roll=E&frame=32774,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS036/ISS036-E-32774.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS036/ISS036-E-32774.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS036/ISS036-E-32774.jpg
Melburne,ISS030-E-166514,-37.8,146.0,27.970427,-82.402641,-37.8,146.6,NIKON D3S S/N: 2053892,20120320,133436,216.0,199.0,-51.0,1/4,1.6,3200,0.0,0.0,5.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS030&roll=E&frame=166514,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS030/ISS030-E-166514.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS030/ISS030-E-166514.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS030/ISS030-E-166514.jpg
Melburne,ISS030-E-250194,-40.5,145.0,27.970427,-82.402641,-40.5,145.3,NIKON D3S S/N: 2007934,20120423,171847,213.0,111.0,-42.0,1/40,2.8,6400,0.0,0.0,5.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS030&roll=E&frame=250194,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS030/ISS030-E-250194.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS030/ISS030-E-250194.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS030/ISS030-E-250194.jpg
Melburne,ISS037-E-16105,-38.0,145.0,27.970427,-82.402641,-35.4,147.0,NIKON D3S S/N: 2007945,20131019,164020,228.0,132.0,-30.0,1/8,1.4,6400,0.0,1.0,5.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS037&roll=E&frame=16105,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS037/ISS037-E-16105.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS037/ISS037-E-16105.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS037/ISS037-E-16105.jpg
Melburne,ISS021-E-8688,-36.9,145.0,27.970427,-82.402641,-36.9,145.1,NIKON D2Xs S/N: 6026710,20091018,122017,188.0,213.0,-37.0,1/4,2.8,Hi 3200,0.0,0.0,5.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS021&roll=E&frame=8688,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS021/ISS021-E-8688.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS021/ISS021-E-8688.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS021/ISS021-E-8688.jpg
Pingdu,ISS034-E-55036,36.4,120.0,36.7865116,119.953212,36.4,120.1,NIKON D3S S/N: 2008336,20130217,143555,223.0,312.0,-57.0,1/30,2.8,51200,0.0,0.0,5.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS034&roll=E&frame=55036,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS034/ISS034-E-55036.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS034/ISS034-E-55036.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS034/ISS034-E-55036.jpg
New Deli,ISS026-E-9712,31.3,81.1,38.8526208,-106.9516219,31.3,81.1,NIKON D3S S/N: 2007934,20101211,175541,185.0,316.0,-79.0,1/15,2.8,12800,0.0,0.0,5.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS026&roll=E&frame=9712,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-9712.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS026/ISS026-E-9712.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS026/ISS026-E-9712.jpg
New Deli,ISS030-E-85860,29.3,80.4,38.8526208,-106.9516219,29.3,80.4,NIKON D3S S/N: 2007934,20120211,215009,212.0,79.0,-46.0,1/50,2.8,6400,0.0,0.0,5.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS030&roll=E&frame=85860,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS030/ISS030-E-85860.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS030/ISS030-E-85860.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS030/ISS030-E-85860.jpg
New Deli,ISS035-E-9874,26.3,76.2,38.8526208,-106.9516219,26.3,76.2,NIKON D3S S/N: 2053892,20130327,181536,216.0,338.0,-59.0,1/30,2.8,51200,0.0,0.0,5.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS035&roll=E&frame=9874,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS035/ISS035-E-9874.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS035/ISS035-E-9874.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS035/ISS035-E-9874.jpg
Georgetown,ISS037-E-13304,5.2,99.5,33.4392245,-79.3343041,5.2,99.5,NIKON D3S S/N: 2021064,20131009,211108,227.0,95.0,-30.0,1/20,2.8,12800,0.0,0.0,5.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS037&roll=E&frame=13304,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS037/ISS037-E-13304.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS037/ISS037-E-13304.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS037/ISS037-E-13304.jpg
New Zealand/Aotearoa,ISS027-E-17353,-39.2,176.0,-41.3116998,174.9746507,-39.2,176.7,NIKON D3S S/N: 2007934,20110426,165612,189.0,91.0,-23.0,1/15,2.8,12800,0.0,0.0,5.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS027&roll=E&frame=17353,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS027/ISS027-E-17353.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS027/ISS027-E-17353.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS027/ISS027-E-17353.jpg
New Zealand/Aotearoa,ISS035-E-8194,-43.1,174.0,0.0,0.0,-43.1,174.3,NIKON D3S S/N: 2008336,20130323,084651,226.0,246.0,-25.0,1/30,2.8,51200,0.0,0.0,0.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS035&roll=E&frame=8194,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS035/ISS035-E-8194.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS035/ISS035-E-8194.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS035/ISS035-E-8194.jpg
NEWCASTLE,ISS037-E-20983,-33.0,151.0,54.9770924,-1.6142059,-29.8,153.0,NIKON D3S S/N: 2007945,20131025,132801,228.0,181.0,-48.0,1/8,1.4,6400,0.0,1.0,5.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS037&roll=E&frame=20983,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS037/ISS037-E-20983.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS037/ISS037-E-20983.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS037/ISS037-E-20983.jpg
NEWCASTLE,ISS037-E-20987,-33.0,151.0,54.9770924,-1.6142059,-29.8,153.1,NIKON D3S S/N: 2007945,20131025,132803,228.0,181.0,-48.0,1/8,1.4,6400,0.0,1.0,5.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS037&roll=E&frame=20987,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS037/ISS037-E-20987.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS037/ISS037-E-20987.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS037/ISS037-E-20987.jpg
ราชอาณาจักรไทย,ISS030-E-242443,15.5,102.0,0.0,0.0,15.5,102.9,NIKON D3S S/N: 2008336,20120421,171712,213.0,5.0,-62.0,1/20,1.4,6400,0.0,0.0,1.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS030&roll=E&frame=242443,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS030/ISS030-E-242443.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS030/ISS030-E-242443.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS030/ISS030-E-242443.jpg
"Fenix, Texas",ISS031-E-84480,30.5,-111.0,32.9536202,-96.8188891323,30.5,-111.0,NIKON D3S S/N: 2007944,20120602,053846,209.0,332.0,-32.0,1/40,1.4,6400,0.0,0.0,5.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS031&roll=E&frame=84480,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS031/ISS031-E-84480.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS031/ISS031-E-84480.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS031/ISS031-E-84480.jpg
Hawai,ISS030-E-222989,21.3,-157.0,21.2160437,-157.975203,21.3,-157.5,NIKON D3S S/N: 2053892,20120404,073800,213.0,297.0,-39.0,1/80,1.4,6400,0.0,0.0,5.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS030&roll=E&frame=222989,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS030/ISS030-E-222989.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS030/ISS030-E-222989.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS030/ISS030-E-222989.jpg
Brisbane,ISS036-E-36588,-27.9,153.0,-27.4689682,153.0234991,-27.9,153.3,NIKON D3S S/N: 2007945,20130822,143743,227.0,143.0,-70.0,1/13,1.8,16127,0.0,0.0,5.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS036&roll=E&frame=36588,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS036/ISS036-E-36588.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS036/ISS036-E-36588.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS036/ISS036-E-36588.jpg
Camberra,ISS030-E-280528,-37.1,150.0,-35.2820709,149.1286673,-37.1,150.9,NIKON D3 S/N: 2054926,20120304,123919,216.0,210.0,-42.0,1/30,2.8,6400,0.0,0.0,5.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS030&roll=E&frame=280528,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS030/ISS030-E-280528.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS030/ISS030-E-280528.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS030/ISS030-E-280528.jpg
Sydney,ISS035-E-9251,-31.0,151.0,-33.8548157,151.2164539,-31.0,151.6,NIKON D3S S/N: 2008336,20130324,110758,225.0,243.0,-40.0,1/30,2.8,51200,0.0,0.0,5.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS035&roll=E&frame=9251,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS035/ISS035-E-9251.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS035/ISS035-E-9251.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS035/ISS035-E-9251.jpg
Melburne,ISS030-E-166514,-37.8,146.0,27.970427,-82.402641,-37.8,146.6,NIKON D3S S/N: 2053892,20120320,133436,216.0,199.0,-51.0,1/4,1.6,3200,0.0,0.0,5.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS030&roll=E&frame=166514,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS030/ISS030-E-166514.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS030/ISS030-E-166514.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS030/ISS030-E-166514.jpg
Red Hills,ISS033-E-22746,41.0,145.0,32.2545202,-111.1792664,41.0,145.6,NIKON D3S S/N: 2053892,20121117,183521,222.0,91.0,-29.0,1/10,2.8,8000,0.0,0.0,5.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS033&roll=E&frame=22746,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS033/ISS033-E-22746.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS033/ISS033-E-22746.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS033/ISS033-E-22746.jpg
Melburne,ISS030-E-250193,-40.5,145.0,27.970427,-82.402641,-40.5,145.2,NIKON D3S S/N: 2007934,20120423,171846,213.0,112.0,-42.0,1/40,2.8,6400,0.0,0.0,5.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS030&roll=E&frame=250193,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS030/ISS030-E-250193.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS030/ISS030-E-250193.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS030/ISS030-E-250193.jpg
Taití,ISS030-E-183775,-16.5,-14.0,54.51784915,36.25505505,-16.5,-149.2,NIKON D3S S/N: 2053892,20120328,074747,215.0,252.0,-55.0,1/4,1.6,3200,0.0,0.0,5.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS030&roll=E&frame=183775,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS030/ISS030-E-183775.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS030/ISS030-E-183775.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS030/ISS030-E-183775.jpg
Melburne,ISS036-E-32769,-37.9,145.0,27.970427,-82.402641,-37.9,145.8,NIKON D3S S/N: 2007945,20130815,184239,227.0,94.0,-28.0,1/10,1.6,12800,0.0,0.0,5.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS036&roll=E&frame=32769,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS036/ISS036-E-32769.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS036/ISS036-E-32769.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS036/ISS036-E-32769.jpg
日本 (Japan),ISS034-E-35437,43.9,143.0,0.0,0.0,43.9,143.0,NIKON D3S S/N: 2007931,20130126,152642,222.0,25.0,-63.0,1/8,2.8,8000,0.0,0.0,0.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS034&roll=E&frame=35437,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS034/ISS034-E-35437.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS034/ISS034-E-35437.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS034/ISS034-E-35437.jpg
Sendai,ISS033-E-14336,37.6,144.0,38.2876107,140.8592358,37.6,144.0,NIKON D3S S/N: 2053892,20121019,125525,217.0,324.0,-58.0,1/15,2.8,8000,0.0,0.0,5.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS033&roll=E&frame=14336,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS033/ISS033-E-14336.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS033/ISS033-E-14336.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS033/ISS033-E-14336.jpg
日本 (Japan),ISS033-E-22445,39.2,142.0,0.0,0.0,39.2,142.6,NIKON D3S S/N: 2008336,20121117,183434,222.0,90.0,-31.0,1/10,2.8,8000,0.0,0.0,0.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS033&roll=E&frame=22445,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS033/ISS033-E-22445.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS033/ISS033-E-22445.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS033/ISS033-E-22445.jpg
\xe4\xb8\xad\xe5\x8d\x8e\xe4\xba\xba\xe6\xb0\x91\xe5\x85\xb1\xe5\x92\x8c\xe5\x9b\xbd/China,ISS030-E-270590,37.5,142.0,0.0,0.0,37.5,142.4,NIKON D3S S/N: 2008336,20120417,143940,212.0,3.0,-42.0,1/80,1.4,6400,0.0,0.0,0.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS030&roll=E&frame=270590,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS030/ISS030-E-270590.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS030/ISS030-E-270590.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS030/ISS030-E-270590.jpg
Australia,ISS036-E-13558,-20.7,145.0,-27.2692649,136.1048783,-20.7,145.3,NIKON D3S S/N: 2008336,20130630,114238,226.0,282.0,-53.0,1/30,2.8,51200,0.0,0.0,0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS036&roll=E&frame=13558,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS036/ISS036-E-13558.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS036/ISS036-E-13558.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS036/ISS036-E-13558.jpg
日本 (Japan),ISS030-E-280638,42.3,140.0,0.0,0.0,42.3,140.0,NIKON D3S S/N: 2053892,20120209,172612,209.0,62.0,-47.0,1/125,1.4,3200,0.0,0.0,0.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS030&roll=E&frame=280638,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS030/ISS030-E-280638.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS030/ISS030-E-280638.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS030/ISS030-E-280638.jpg
Osaka,ISS030-E-208956,36.9,141.0,34.6852929,135.5146944,36.9,141.9,NIKON D3S S/N: 2007934,20120406,120131,212.0,312.0,-34.0,1/30,2.8,6400,0.0,0.0,5.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS030&roll=E&frame=208956,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS030/ISS030-E-208956.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS030/ISS030-E-208956.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS030/ISS030-E-208956.jpg
Adelaide Australia,ISS035-E-9197,-40.1,139.0,0.0,0.0,-40.1,139.3,NIKON D3S S/N: 2008336,20130324,110420,226.0,248.0,-26.0,1/30,2.8,51200,0.0,0.0,1.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS035&roll=E&frame=9197,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS035/ISS035-E-9197.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS035/ISS035-E-9197.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS035/ISS035-E-9197.jpg
日本,ISS033-E-21462,33.9,139.0,0.0,0.0,33.9,139.5,NIKON D3S S/N: 2053892,20121114,192538,223.0,98.0,-23.0,1/30,2.8,8000,0.0,0.0,0.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS033&roll=E&frame=21462,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS033/ISS033-E-21462.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS033/ISS033-E-21462.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS033/ISS033-E-21462.jpg
日本,ISS023-E-31424,33.1,139.0,0.0,0.0,33.1,139.4,NIKON D3S S/N: 2007934,20100503,162844,189.0,33.0,-35.0,1/250,2.8,12800,0.0,0.0,0.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS023&roll=E&frame=31424,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS023/ISS023-E-31424.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS023/ISS023-E-31424.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS023/ISS023-E-31424.jpg
日本,ISS030-E-273421,39.1,137.0,0.0,0.0,39.1,137.0,NIKON D3S S/N: 2053892,20120205,193602,212.0,89.0,-27.0,1/50,1.4,3200,0.0,0.0,0.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS030&roll=E&frame=273421,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS030/ISS030-E-273421.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS030/ISS030-E-273421.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS030/ISS030-E-273421.jpg
日本,ISS036-E-30781,35.2,138.0,0.0,0.0,35.2,138.3,NIKON D3S S/N: 2007945,20130809,165138,223.0,34.0,-32.0,1/10,1.6,12800,0.0,0.0,0.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS036&roll=E&frame=30781,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS036/ISS036-E-30781.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS036/ISS036-E-30781.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS036/ISS036-E-30781.jpg
日本,ISS033-E-22734,35.7,137.0,0.0,0.0,35.7,137.4,NIKON D3S S/N: 2053892,20121117,183307,222.0,89.0,-36.0,1/13,2.8,8000,0.0,0.0,0.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS033&roll=E&frame=22734,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS033/ISS033-E-22734.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS033/ISS033-E-22734.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS033/ISS033-E-22734.jpg
РФ,ISS034-E-44849,43.9,134.0,0.0,0.0,43.9,134.4,NIKON D3S S/N: 2007931,20130208,105529,223.0,276.0,-28.0,1,1.6,1600,0.0,0.0,0.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS034&roll=E&frame=44849,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS034/ISS034-E-44849.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS034/ISS034-E-44849.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS034/ISS034-E-44849.jpg
Osaka,ISS033-E-11119,30.6,137.0,34.6852929,135.5146944,30.6,137.5,NIKON D3S S/N: 2053892,20121009,175309,215.0,73.0,-38.0,1/20,2.8,10000,0.0,0.0,5.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS033&roll=E&frame=11119,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS033/ISS033-E-11119.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS033/ISS033-E-11119.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS033/ISS033-E-11119.jpg
РФ,ISS030-E-209422,50.6,130.0,0.0,0.0,50.6,130.5,NIKON D3S S/N: 2007934,20120408,163536,211.0,22.0,-30.0,1/30,2.8,6400,0.0,0.0,0.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS030&roll=E&frame=209422,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS030/ISS030-E-209422.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS030/ISS030-E-209422.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS030/ISS030-E-209422.jpg
\xd0\xa0\xd0\xa4,ISS033-E-13277,36.5,134.0,0.0,0.0,36.5,134.5,NIKON D2Xs S/N: 6027244,20121021,125248,218.0,307.0,-54.0,1/10,2.8,Hi 1600,0.0,0.0,0.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS033&roll=E&frame=13277,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS033/ISS033-E-13277.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS033/ISS033-E-13277.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS033/ISS033-E-13277.jpg
日本 (Japan),ISS035-E-14296,36.3,133.0,0.0,0.0,36.3,133.9,NIKON D3S S/N: 2008336,20130403,123330,216.0,311.0,-35.0,1/40,3.2,51200,0.0,0.0,0.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS035&roll=E&frame=14296,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS035/ISS035-E-14296.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS035/ISS035-E-14296.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS035/ISS035-E-14296.jpg
대한민국,ISS034-E-35432,37.4,131.0,0.0,0.0,37.4,131.4,NIKON D3S S/N: 2007931,20130126,152346,223.0,358.0,-71.0,0.6,2.8,8000,0.0,0.0,0.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS034&roll=E&frame=35432,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS034/ISS034-E-35432.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS034/ISS034-E-35432.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS034/ISS034-E-35432.jpg
대한민국,ISS034-E-38855,37.2,130.0,0.0,0.0,37.2,130.2,NIKON D3S S/N: 2008336,20130202,124346,223.0,287.0,-48.0,1/25,2.8,51200,0.0,0.0,0.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS034&roll=E&frame=38855,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS034/ISS034-E-38855.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS034/ISS034-E-38855.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS034/ISS034-E-38855.jpg
中华人民共和国/China,ISS030-E-204993,48.6,126.0,0.0,0.0,48.6,126.6,NIKON D3S S/N: 2007934,20120401,164525,211.0,21.0,-35.0,1/4,1.4,12800,0.0,0.0,1.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS030&roll=E&frame=204993,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS030/ISS030-E-204993.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS030/ISS030-E-204993.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS030/ISS030-E-204993.jpg
中华人民共和国/China,ISS030-E-270583,45.4,127.0,0.0,0.0,45.4,127.4,NIKON D3S S/N: 2008336,20120417,143600,211.0,344.0,-33.0,1/100,1.4,6400,0.0,0.0,1.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS030&roll=E&frame=270583,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS030/ISS030-E-270583.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS030/ISS030-E-270583.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS030/ISS030-E-270583.jpg
